  1  1
TEST DATA
1    1       34                                                      0  1
1    2        0                                                      0  1
1    3        0                                                      0  1
1    4        1                                                      0  1
1 1713    21072                                                      0  1
1    6        0                                                      0  1
1    7        0                                                      0  1
1    8        0                                                      0  1
1    9        0                                                      0  1
1   10        0                                                      0  1
1   11        0                                                      0  1
1   12        0                                                      0  1
1   13        0                                                      0  1
1   14        0                                                      0  1
1   15        0                                                      0  1
1   16        0                                                      0  1
1   17        0                                                      0  1
1   18        0                                                      0  1
1   19        0                                                      0  1
1   20        0                                                      0  1
1   21        0                                                      0  1
1   22        0                                                      0  1
1   23        0                                                      0  1
1   24        0                                                      0  1
1   25        0                                                      0  1
1   26        0                                                      0  1
1   27        0                                                      0  1
1   28        0                                                      0  1
1   29        0                                                      0  1
1   30        0                                                      0  1
1   31        0                                                      0  1
1   32        0                                                      0  1
1   33        0                                                      0  1
1   34        0                                                      0  1
1   35        0                                                      0  1
1   36        0                                                      0  1
1   37        0                                                      0  1
1   38        0                                                      0  1
1   39        0                                                      0  1
1   40        0                                                      0  1
1   41        0                                                      0  1
1   42        0                                                      0  1
1   43        0                                                      0  1
1   44        0                                                      0  1
1   45        0                                                      0  1
1  256        1                                                      0  1
1  257        2                                                      0  1
1  258        3                                                      0  1
1  259        4                                                      0  1
1  260        5                                                      0  1
1  261        6                                                      0  1
1  262        7                                                      0  1
1  263        8                                                      0  1
1  264        9                                                      0  1
1  265        1                                                      0  1
1  266       12                                                      0  1
1  267       14                                                      0  1
1  268       16                                                      0  1
1  269       18                                                      0  1
1  270        2                                                      0  1
1  271       22                                                      0  1
1  272       24                                                      0  1
1  273       26                                                      0  1
1  274       28                                                      0  1
1  275        3                                                      0  1
1  276       32                                                      0  1
1  277       34                                                      0  1
1  278                                                               0  1
1  279                                                               0  1
1  280                                                              99999 
    
 2 2 0 1 48 43 26 3 3 50 1 0 0 20 0 0
 90000 -90000 1.0 90000
 1112 1416
 34 34
 -8000 39000
 2000 44000
 -1.5 1.0
 -10 4000 0 4000 10 4000
 2528
 1 2 2 3 4 4 4 4 4 4 4 5 6 6 7 8 8 8 8 8 0 8 9 10 10 11 12 12 13 14 14 15 16 17
 1 2 2 2 3 3 3 3 3 3 3 3 4 4 4 5 5 5 5 5 0 5 5  6  6  6  7  7  7  8  8  8  9 10
 1 2 2 3 4 4 4 4 4 4 4 5 6 6 7 8 8 8 8 8 0 8 9 10 10 11 12 12 13 0 0 0 14 15
 1 2 2 2 3 3 3 3 3 3 3 3 4 4 4 5 5 5 5 5 0 5 5  6  6  6  7  7  7 0 0 0  8  9
